id,self_service,date_time,manager,company,station_category,station_name,latitude,longitude,price
1384,1,2022-02-10 09:02:56,manager_36,Api-Ip,on urban street,station_57,22.476147338144948,20.11177510185246,1.654
1385,1,2022-02-10 09:03:01,manager_36,Api-Ip,on urban street,station_59,22.482792928406525,20.147986993193626,1.594
1386,1,2022-02-10 09:03:01,manager_36,Api-Ip,on urban street,station_58,22.49567328894979,20.195260256528854,1.644
1387,1,2022-02-10 09:03:05,manager_36,Api-Ip,on urban street,station_60,22.450219195039537,20.096267685319503,1.619
1388,1,2022-02-10 09:03:35,manager_36,Api-Ip,on urban street,station_61,22.48597388961089,20.080338598811295,1.654
1389,1,2022-02-10 09:04:05,manager_36,Api-Ip,on urban street,station_62,22.514614288406307,20.137596786022186,1.679
1390,1,2022-02-10 09:04:27,manager_36,Api-Ip,on urban street,station_63,22.497327778686312,20.179879799485207,1.634
1391,1,2022-02-10 09:04:28,manager_36,Api-Ip,on urban street,station_64,22.5144954436484,20.2249469631347,1.559
1392,1,2022-02-10 11:18:06,manager_24,Tamoil,on urban street,station_36,22.49523063971136,20.147980285700825,1.679
1393,0,2022-02-10 11:44:07,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.629
1394,1,2022-02-10 11:44:07,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.629
1395,0,2022-02-10 11:56:10,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.799
1396,1,2022-02-10 11:56:10,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.799
1397,1,2022-02-10 11:58:01,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.799
1398,0,2022-02-10 11:58:01,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.799
1399,1,2022-02-10 12:08:05,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.749
1400,0,2022-02-10 12:08:05,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.749
1401,1,2022-02-10 12:14:11,manager_24,Tamoil,on urban street,station_28,22.460253897512132,20.09597810694345,1.609
1402,1,2022-02-10 12:14:12,manager_24,Tamoil,on urban street,station_31,22.49045274724031,20.206961362032757,1.599
1403,1,2022-02-10 12:14:13,manager_24,Tamoil,on urban street,station_37,22.473515593223738,20.228963976306773,1.599
1404,1,2022-02-10 12:18:09,manager_24,Tamoil,on urban street,station_32,22.511905895448677,20.12802465260029,1.659
1405,1,2022-02-10 12:18:12,manager_24,Tamoil,on urban street,station_33,22.52284512806989,20.15915450148009,1.579
1406,1,2022-02-10 12:22:10,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.799
1407,0,2022-02-10 12:22:10,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.799
1408,0,2022-02-10 12:34:05,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.759
1409,1,2022-02-10 12:34:05,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.759
1410,1,2022-02-10 13:02:04,manager_24,Tamoil,on urban street,station_29,22.49462245388579,20.124250047885198,1.639
1411,1,2022-02-10 15:08:07,manager_37,Tamoil,on urban street,station_65,22.525911187396126,20.19340819120407,1.599
1412,1,2022-02-10 15:12:09,manager_40,Tamoil,on urban street,station_71,22.500427559988722,20.235876947641373,1.609
1413,1,2022-02-10 17:32:27,manager_30,KEROPETROL,on urban street,station_40,22.466863480221598,20.16615269328645,1.887
1414,0,2022-02-10 17:32:27,manager_30,KEROPETROL,on urban street,station_40,22.466863480221598,20.16615269328645,1.887
1415,1,2022-02-10 17:34:06,manager_28,Api-Ip,on urban street,station_38,22.46578161023504,20.16580569675807,1.854
1416,0,2022-02-10 17:34:06,manager_28,Api-Ip,on urban street,station_38,22.46578161023504,20.16580569675807,1.854
1417,1,2022-02-10 17:34:31,manager_28,Api-Ip,on urban street,station_38,22.47776119994178,20.160866510859023,1.854
1418,0,2022-02-10 17:34:31,manager_28,Api-Ip,on urban street,station_38,22.47776119994178,20.160866510859023,1.854
1419,1,2022-02-10 21:48:27,manager_35,Retitalia,on urban street,station_48,22.5198193255777,20.17030170559883,1.639
1420,1,2022-02-10 21:48:51,manager_35,Agip Eni,on urban street,station_49,22.511988580308376,20.13694977760315,1.659
1421,0,2022-02-10 21:49:40,manager_35,Esso,on urban street,station_47,22.460115237367255,20.112786317790977,1.809
1422,1,2022-02-10 21:49:40,manager_35,Esso,on urban street,station_47,22.460115237367255,20.112786317790977,1.659
1423,1,2022-02-11 00:07:52,manager_49,Vega,on urban street,station_86,22.409047475067233,20.17501963675022,1.659
1424,1,2022-02-11 00:14:15,manager_24,Tamoil,on urban street,station_88,22.48929604349778,20.223775554850135,1.669
1425,1,2022-02-11 00:18:09,manager_50,Agip Eni,on urban street,station_89,22.426572655581325,20.20276775956154,1.654
1426,1,2022-02-11 00:20:16,manager_50,Agip Eni,on urban street,station_91,22.46010315272357,20.09908898220897,1.674
1427,0,2022-02-11 05:53:05,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.689
1428,1,2022-02-11 05:53:05,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.689
1429,0,2022-02-11 05:53:05,manager_32,KEROPETROL,on urban street,station_44,22.48972019590044,20.169503304299155,1.759
1430,1,2022-02-11 05:53:05,manager_32,KEROPETROL,on urban street,station_44,22.48972019590044,20.169503304299155,1.759
1431,0,2022-02-11 05:53:06,manager_45,KEROPETROL,on urban street,station_78,22.39868276090064,20.209726750850677,1.659
1432,1,2022-02-11 05:53:06,manager_45,KEROPETROL,on urban street,station_78,22.39868276090064,20.209726750850677,1.659
1433,1,2022-02-11 05:53:06,manager_80,KEROPETROL,on urban street,station_150,22.462782847828784,20.151634541268766,1.699
1434,1,2022-02-11 06:58:10,manager_57,Api-Ip,on urban street,station_127,22.468970248375925,20.12714958190918,1.758
1435,0,2022-02-11 06:58:10,manager_57,Api-Ip,on urban street,station_127,22.468970248375925,20.12714958190918,2.008
1436,1,2022-02-11 07:00:10,manager_96,Agip Eni,on urban street,station_167,22.453246999999998,20.254172,1.664
1437,0,2022-02-11 07:00:10,manager_96,Agip Eni,on urban street,station_167,22.453246999999998,20.254172,1.884
1438,0,2022-02-11 07:02:02,manager_53,Agip Eni,on urban street,station_105,22.45131231049126,20.24120231203174,1.894
1439,1,2022-02-11 07:02:02,manager_53,Agip Eni,on urban street,station_105,22.45131231049126,20.24120231203174,1.674
1440,1,2022-02-11 07:08:22,manager_7,Esso,on urban street,station_129,22.49820159697984,20.167411002340987,1.709
1441,1,2022-02-11 07:12:07,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,1.694
1442,0,2022-02-11 07:12:07,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,1.914
1443,0,2022-02-11 07:16:09,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.904
1444,1,2022-02-11 07:16:09,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.684
1445,1,2022-02-11 07:22:03,manager_53,Agip Eni,on urban street,station_106,22.452482191862323,20.248252660036087,1.674
1446,0,2022-02-11 07:22:03,manager_53,Agip Eni,on urban street,station_106,22.452482191862323,20.248252660036087,1.894
1447,0,2022-02-11 07:26:04,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,1.924
1448,1,2022-02-11 07:26:04,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,1.704
1449,1,2022-02-11 07:26:46,manager_58,Esso,on urban street,station_128,22.5009206,20.1220185,1.679
1450,0,2022-02-11 07:26:46,manager_58,Esso,on urban street,station_128,22.5009206,20.1220185,1.879
1451,1,2022-02-11 07:27:15,manager_70,Esso,on urban street,station_140,22.52110848287962,20.19243805828379,1.639
1452,0,2022-02-11 07:27:15,manager_70,Esso,on urban street,station_140,22.52110848287962,20.19243805828379,1.839
1453,0,2022-02-11 07:34:15,manager_34,OIL ONE,on urban street,station_87,22.429668529372726,20.195525058283806,1.659
1454,1,2022-02-11 07:34:15,manager_34,OIL ONE,on urban street,station_87,22.429668529372726,20.195525058283806,1.629
1455,0,2022-02-11 07:36:08,manager_24,Tamoil,on urban street,station_124,22.483209917219774,20.159289379629286,1.699
1456,1,2022-02-11 07:36:08,manager_24,Tamoil,on urban street,station_124,22.483209917219774,20.159289379629286,1.699
1457,0,2022-02-11 07:40:11,manager_55,Beyfin,on urban street,station_125,22.46218359495382,20.25622894692333,1.669
1458,0,2022-02-11 07:46:10,manager_56,Beyfin,on urban street,station_126,22.408167634102327,20.208365338947665,1.669
1459,1,2022-02-11 07:46:10,manager_56,Beyfin,on urban street,station_126,22.408167634102327,20.208365338947665,1.639
1460,1,2022-02-11 07:56:05,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.629
1461,0,2022-02-11 07:56:05,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.659
1462,1,2022-02-11 08:06:49,manager_7,Esso,on urban street,station_14,22.43747179997314,20.191922058283826,1.679
1463,0,2022-02-11 08:50:10,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.719
1464,1,2022-02-11 08:50:10,manager_24,Tamoil,on urban street,station_79,22.463851217787678,20.15709148214957,1.719
1465,0,2022-02-11 08:50:10,manager_39,Tamoil,on urban street,station_70,22.464231295253043,20.141955872422045,1.689
1466,1,2022-02-11 08:58:50,manager_7,Esso,on urban street,station_13,22.42352094039415,20.24936045507171,1.699
1467,1,2022-02-11 09:01:41,manager_36,Api-Ip,on urban street,station_51,22.436733877746,20.164610728836124,1.709
1468,1,2022-02-11 09:04:09,manager_36,Api-Ip,on urban street,station_63,22.497327778686312,20.179879799485207,1.739
1469,0,2022-02-11 09:27:59,manager_46,Esso,on urban street,station_80,22.48689314044276,20.198719008598346,1.936
1470,1,2022-02-11 09:27:59,manager_46,Esso,on urban street,station_80,22.48689314044276,20.198719008598346,1.726
1471,0,2022-02-11 09:28:08,manager_111,KEROPETROL,on urban street,station_180,22.517475312413843,20.209502987036103,1.714
1472,1,2022-02-11 09:37:17,manager_3,Api-Ip,on urban street,station_142,22.45184021105817,20.193965948556524,1.759
1473,0,2022-02-11 09:37:17,manager_3,Api-Ip,on urban street,station_142,22.45184021105817,20.193965948556524,1.759
1474,0,2022-02-11 09:46:42,manager_77,Agip Eni,on urban street,station_148,22.4220452,20.1672941,1.889
1475,1,2022-02-11 09:46:42,manager_77,Agip Eni,on urban street,station_148,22.4220452,20.1672941,1.669
1476,1,2022-02-11 09:53:47,manager_72,Tamoil,on urban street,station_143,22.477519639492073,20.211471363150736,1.979
1477,0,2022-02-11 09:53:47,manager_72,Tamoil,on urban street,station_143,22.477519639492073,20.211471363150736,1.979
1478,1,2022-02-11 10:00:14,manager_64,Esso,on urban street,station_47,22.445296118041377,20.162408196295132,1.699
1479,0,2022-02-11 10:00:14,manager_64,Esso,on urban street,station_47,22.445296118041377,20.162408196295132,1.899
1480,1,2022-02-11 10:03:57,manager_36,Api-Ip,on urban street,station_55,22.44043293453808,20.172881224536923,1.709
1481,1,2022-02-11 10:04:12,manager_36,Api-Ip,on urban street,station_56,22.43269030000002,20.17361414047548,1.709
1482,1,2022-02-11 10:04:29,manager_36,Api-Ip,on urban street,station_57,22.476147338144948,20.11177510185246,1.749
1483,1,2022-02-11 10:04:35,manager_36,Api-Ip,on urban street,station_58,22.49567328894979,20.195260256528854,1.699
1484,1,2022-02-11 10:04:36,manager_36,Api-Ip,on urban street,station_59,22.482792928406525,20.147986993193626,1.684
1485,0,2022-02-11 10:08:26,manager_87,Api-Ip,on urban street,station_2,22.4661988417483,20.226785811163147,1.779
1486,1,2022-02-11 10:08:26,manager_87,Api-Ip,on urban street,station_2,22.4661988417483,20.226785811163147,1.779
1487,1,2022-02-11 10:16:33,manager_99,Agip Eni,on urban street,station_170,22.494919359535935,20.13877258895492,1.694
1488,0,2022-02-11 10:16:33,manager_99,Agip Eni,on urban street,station_170,22.494919359535935,20.13877258895492,1.914
1489,0,2022-02-11 10:22:18,manager_109,Sommese Petroli,on urban street,station_160,22.460822611572993,20.23173057857366,1.779
1490,0,2022-02-11 10:35:28,manager_41,Costantin,on urban street,station_73,22.522697716219362,20.174699949737487,1.639
1491,1,2022-02-11 10:35:28,manager_41,Costantin,on urban street,station_73,22.522697716219362,20.174699949737487,1.639
1492,0,2022-02-11 11:06:07,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.799
1493,1,2022-02-11 11:06:07,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.799
1494,1,2022-02-11 11:48:02,manager_24,Tamoil,on urban street,station_32,22.511905895448677,20.12802465260029,1.689
1495,0,2022-02-11 12:10:27,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.799
1496,1,2022-02-11 12:10:27,manager_24,Tamoil,on urban street,station_83,22.488996887845417,20.210427477955818,1.799
1497,1,2022-02-11 12:10:34,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.679
1498,0,2022-02-11 12:10:34,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.679
1499,1,2022-02-11 12:12:08,manager_24,Tamoil,on urban street,station_29,22.49462245388579,20.124250047885198,1.679
1500,1,2022-02-11 12:20:12,manager_24,Tamoil,on urban street,station_33,22.52284512806989,20.15915450148009,1.669
1501,1,2022-02-11 12:20:20,manager_24,Tamoil,on urban street,station_37,22.473515593223738,20.228963976306773,1.699
1502,1,2022-02-11 12:22:16,manager_24,Tamoil,on urban street,station_36,22.49523063971136,20.147980285700825,1.719
1503,1,2022-02-11 12:22:16,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.799
1504,0,2022-02-11 12:22:16,manager_24,Tamoil,on urban street,station_72,22.47316727709888,20.199446514248848,1.799
1505,1,2022-02-11 12:22:20,manager_24,Tamoil,on urban street,station_31,22.49045274724031,20.206961362032757,1.689
1506,1,2022-02-11 12:24:06,manager_24,Tamoil,on urban street,station_28,22.460253897512132,20.09597810694345,1.669
1507,1,2022-02-11 12:31:38,manager_38,Agip Eni,on urban street,station_68,22.497755687186753,20.166947013570656,1.694
1508,0,2022-02-11 12:31:38,manager_38,Agip Eni,on urban street,station_68,22.497755687186753,20.166947013570656,1.914
1509,1,2022-02-11 12:33:33,manager_134,Energy Rete,on urban street,station_203,22.461193708153658,20.15880331991309,1.999
1510,1,2022-02-11 13:01:29,manager_36,Api-Ip,on urban street,station_50,22.460543269966017,20.13420804662701,1.669
1511,1,2022-02-11 13:03:02,manager_36,Api-Ip,on urban street,station_60,22.450219195039537,20.096267685319503,1.669
1512,1,2022-02-11 13:04:14,manager_36,Api-Ip,on urban street,station_62,22.514614288406307,20.137596786022186,1.729
1513,0,2022-02-11 14:28:12,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.729
1514,1,2022-02-11 14:28:12,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.729
1515,1,2022-02-11 14:58:10,manager_81,Agip Eni,on urban street,station_151,22.480254868004323,20.101179093122482,1.714
1516,0,2022-02-11 14:58:10,manager_81,Agip Eni,on urban street,station_151,22.480254868004323,20.101179093122482,1.934
1517,1,2022-02-11 15:01:25,manager_36,Api-Ip,on urban street,station_64,22.5144954436484,20.2249469631347,1.679
1518,1,2022-02-11 15:02:13,manager_37,Tamoil,on urban street,station_65,22.525911187396126,20.19340819120407,1.639
1519,1,2022-02-11 15:28:13,manager_44,Agip Eni,on urban street,station_76,22.456990420880132,20.17105508685529,1.694
1520,0,2022-02-11 15:28:13,manager_44,Agip Eni,on urban street,station_76,22.456990420880132,20.17105508685529,1.914
1521,0,2022-02-11 16:03:59,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.699
1522,1,2022-02-11 16:03:59,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.699
1523,1,2022-02-11 16:38:38,manager_124,Api-Ip,on urban street,station_194,22.49532,20.228630000000003,1.669
1524,0,2022-02-11 16:38:38,manager_124,Api-Ip,on urban street,station_194,22.49532,20.228630000000003,1.939
1525,0,2022-02-11 16:48:21,manager_90,Esso,on urban street,station_160,22.49647196161331,20.173074804229714,1.909
1526,1,2022-02-11 16:48:21,manager_90,Esso,on urban street,station_160,22.49647196161331,20.173074804229714,1.709
1527,1,2022-02-11 17:01:12,manager_36,Api-Ip,on urban street,station_52,22.465493608063404,20.23532354584347,1.679
1528,1,2022-02-11 17:01:14,manager_36,Api-Ip,on urban street,station_53,22.504622557974074,20.23822950429917,1.619
1529,1,2022-02-11 17:03:53,manager_36,Api-Ip,on urban street,station_61,22.48597388961089,20.080338598811295,1.709
1530,1,2022-02-11 17:05:08,manager_80,KEROPETROL,on urban street,station_150,22.462782847828784,20.151634541268766,1.699
1531,1,2022-02-11 17:28:03,manager_40,Tamoil,on urban street,station_71,22.500427559988722,20.235876947641373,1.679
1532,0,2022-02-11 17:28:23,manager_31,Api-Ip,on urban street,station_43,22.485453040432787,20.130037800853707,1.879
1533,1,2022-02-11 17:28:23,manager_31,Api-Ip,on urban street,station_43,22.485453040432787,20.130037800853707,1.699
1534,0,2022-02-11 18:00:50,manager_89,Api-Ip,on urban street,station_159,22.440922895358163,20.172334077672076,1.739
1535,1,2022-02-11 18:08:07,manager_33,Agip Eni,on urban street,station_45,22.438953580511587,20.12618398666382,1.714
1536,0,2022-02-11 18:08:07,manager_33,Agip Eni,on urban street,station_45,22.438953580511587,20.12618398666382,1.934
1537,0,2022-02-11 18:45:46,manager_93,Api-Ip,on urban street,station_163,22.354188800000003,20.207808,1.689
1538,1,2022-02-12 00:02:07,manager_24,Tamoil,on urban street,station_32,22.511905895448677,20.12802465260029,1.719
1539,1,2022-02-12 00:06:12,manager_24,Tamoil,on urban street,station_33,22.52284512806989,20.15915450148009,1.719
1540,1,2022-02-12 00:06:13,manager_24,Tamoil,on urban street,station_29,22.49462245388579,20.124250047885198,1.749
1541,0,2022-02-12 00:06:16,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.769
1542,1,2022-02-12 00:06:16,manager_24,Tamoil,on urban street,station_28,22.460253897512132,20.09597810694345,1.719
1543,1,2022-02-12 00:06:16,manager_42,Tamoil,on urban street,station_74,22.435904471365184,20.231637716293335,1.769
1544,1,2022-02-12 00:06:18,manager_24,Tamoil,on urban street,station_31,22.49045274724031,20.206961362032757,1.719
1545,1,2022-02-12 00:07:54,manager_49,Vega,on urban street,station_86,22.409047475067233,20.17501963675022,1.739
1546,1,2022-02-12 00:08:11,manager_24,Tamoil,on urban street,station_36,22.49523063971136,20.147980285700825,1.749
1547,1,2022-02-12 00:10:23,manager_24,Tamoil,on urban street,station_37,22.473515593223738,20.228963976306773,1.729
1548,1,2022-02-12 00:16:05,manager_24,Tamoil,on urban street,station_88,22.48929604349778,20.223775554850135,1.699
1549,1,2022-02-12 00:20:06,manager_68,Api-Ip,on urban street,station_138,22.515414405098042,20.17249386683261,1.741
1550,1,2022-02-12 00:20:07,manager_50,Agip Eni,on urban street,station_91,22.46010315272357,20.09908898220897,1.726
1551,1,2022-02-12 00:20:07,manager_50,Agip Eni,on urban street,station_89,22.426572655581325,20.20276775956154,1.706
1552,1,2022-02-12 00:49:55,manager_7,Esso,on urban street,station_131,22.443876586504032,20.11615386011885,1.749
1553,1,2022-02-12 02:00:45,manager_101,Q8,on urban street,station_16,22.434766014785403,20.17430801719661,1.864
1554,0,2022-02-12 05:54:27,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.769
1555,0,2022-02-12 05:54:27,manager_45,KEROPETROL,on urban street,station_78,22.39868276090064,20.209726750850677,1.791
1556,1,2022-02-12 05:54:27,manager_32,KEROPETROL,on urban street,station_44,22.48972019590044,20.169503304299155,1.921
1557,0,2022-02-12 05:54:27,manager_32,KEROPETROL,on urban street,station_44,22.48972019590044,20.169503304299155,1.921
1558,1,2022-02-12 05:54:27,manager_45,KEROPETROL,on urban street,station_78,22.39868276090064,20.209726750850677,1.791
1559,1,2022-02-12 05:54:27,manager_25,KEROPETROL,on urban street,station_30,22.503811886431528,20.164146879832856,1.769
1560,1,2022-02-12 05:54:28,manager_80,KEROPETROL,on urban street,station_150,22.462782847828784,20.151634541268766,1.821
1561,1,2022-02-12 06:53:13,manager_97,Esso,on urban street,station_168,22.454290166450704,20.106551222503185,1.739
1562,0,2022-02-12 07:00:08,manager_3,Api-Ip,on urban street,station_3,22.477935609703962,20.19595092535019,1.931
1563,1,2022-02-12 07:00:08,manager_3,Api-Ip,on urban street,station_3,22.477935609703962,20.19595092535019,1.781
1564,0,2022-02-12 07:04:07,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.956
1565,1,2022-02-12 07:04:07,manager_50,Agip Eni,on urban street,station_93,22.44527996387759,20.120575503794953,1.736
1566,1,2022-02-12 07:06:12,manager_57,Api-Ip,on urban street,station_127,22.468970248375925,20.12714958190918,1.801
1567,0,2022-02-12 07:06:12,manager_57,Api-Ip,on urban street,station_127,22.468970248375925,20.12714958190918,2.051
1568,1,2022-02-12 07:08:10,manager_37,Tamoil,on urban street,station_65,22.525911187396126,20.19340819120407,1.749
1569,0,2022-02-12 07:10:16,manager_53,Agip Eni,on urban street,station_105,22.45131231049126,20.24120231203174,1.946
1570,1,2022-02-12 07:10:16,manager_53,Agip Eni,on urban street,station_105,22.45131231049126,20.24120231203174,1.726
1571,1,2022-02-12 07:11:32,manager_92,Agip Eni,on urban street,station_162,22.493370000123,20.156136000123,1.766
1572,0,2022-02-12 07:11:32,manager_92,Agip Eni,on urban street,station_162,22.493370000123,20.156136000123,1.986
1573,0,2022-02-12 07:12:02,manager_96,Agip Eni,on urban street,station_167,22.453246999999998,20.254172,1.936
1574,1,2022-02-12 07:12:02,manager_96,Agip Eni,on urban street,station_167,22.453246999999998,20.254172,1.716
1575,1,2022-02-12 07:17:29,manager_6,Q8,on urban street,station_6,22.46991993269708,20.124655993219335,1.789
1576,0,2022-02-12 07:17:29,manager_6,Q8,on urban street,station_6,22.46991993269708,20.124655993219335,1.789
1577,1,2022-02-12 07:21:41,manager_58,Esso,on urban street,station_128,22.5009206,20.1220185,1.779
1578,0,2022-02-12 07:21:41,manager_58,Esso,on urban street,station_128,22.5009206,20.1220185,1.979
1579,1,2022-02-12 07:22:10,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,1.746
1580,0,2022-02-12 07:22:10,manager_52,Agip Eni,on urban street,station_92,22.443521330949523,20.17231484047545,1.966
1581,0,2022-02-12 07:26:14,manager_55,Beyfin,on urban street,station_125,22.46218359495382,20.25622894692333,1.761
1582,0,2022-02-12 07:26:49,manager_10,Api-Ip,on urban street,station_10,22.447655452878045,20.183397099868724,1.776
1583,1,2022-02-12 07:26:49,manager_10,Api-Ip,on urban street,station_10,22.447655452878045,20.183397099868724,1.776
1584,0,2022-02-12 07:28:11,manager_53,Agip Eni,on urban street,station_106,22.452482191862323,20.248252660036087,1.946
1585,1,2022-02-12 07:28:11,manager_53,Agip Eni,on urban street,station_106,22.452482191862323,20.248252660036087,1.726
1586,1,2022-02-12 07:34:06,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,1.756
1587,0,2022-02-12 07:34:06,manager_50,Agip Eni,on urban street,station_15,22.49547479460076,20.19585517956739,1.976
1588,0,2022-02-12 07:34:08,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.759
1589,1,2022-02-12 07:34:08,manager_34,OIL ONE,on urban street,station_46,22.42051371749519,20.202549875763907,1.749
1590,1,2022-02-12 07:34:10,manager_56,Beyfin,on urban street,station_126,22.408167634102327,20.208365338947665,1.741
1591,0,2022-02-12 07:34:10,manager_56,Beyfin,on urban street,station_126,22.408167634102327,20.208365338947665,1.771
1592,0,2022-02-12 07:36:07,manager_34,OIL ONE,on urban street,station_87,22.429668529372726,20.195525058283806,1.749
1593,1,2022-02-12 07:36:07,manager_34,OIL ONE,on urban street,station_87,22.429668529372726,20.195525058283806,1.749
1594,1,2022-02-12 07:37:57,manager_105,Api-Ip,on urban street,station_175,22.424383825086203,20.24971196745912,1.791
1595,1,2022-02-12 07:40:56,manager_2,Api-Ip,on urban street,station_2,22.454759349384233,20.132374303779244,1.759
1596,0,2022-02-12 07:40:56,manager_2,Api-Ip,on urban street,station_2,22.454759349384233,20.132374303779244,1.759
1597,1,2022-02-12 07:42:13,manager_24,Tamoil,on urban street,station_124,22.483209917219774,20.159289379629286,1.779
1598,0,2022-02-12 07:42:13,manager_24,Tamoil,on urban street,station_124,22.483209917219774,20.159289379629286,1.779
1599,0,2022-02-12 07:51:58,manager_63,Pompe Bianche,on urban street,station_134,22.430766189151022,20.1779962182045,1.779
1600,1,2022-02-12 07:51:58,manager_63,Pompe Bianche,on urban street,station_134,22.430766189151022,20.1779962182045,1.749
1601,1,2022-02-12 07:55:33,manager_106,OIL ONE,on urban street,station_176,22.505139915542543,20.10411467909853,1.749
1602,0,2022-02-12 07:55:33,manager_106,OIL ONE,on urban street,station_176,22.505139915542543,20.10411467909853,1.749
1603,1,2022-02-12 07:58:07,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.799
1604,0,2022-02-12 07:58:07,manager_24,Tamoil,on urban street,station_81,22.477958277268883,20.223964594897588,1.799
1605,0,2022-02-12 08:04:06,manager_82,Api-Ip,on urban street,station_152,22.476168021449617,20.136851909437496,2.064
1606,1,2022-02-12 08:04:06,manager_82,Api-Ip,on urban street,station_152,22.476168021449617,20.136851909437496,1.821
1607,1,2022-02-12 08:21:06,manager_110,KEROPETROL,on urban street,station_179,22.46135052116656,20.207011958022463,1.939
1608,0,2022-02-12 08:21:06,manager_110,KEROPETROL,on urban street,station_179,22.46135052116656,20.207011958022463,1.939
1609,1,2022-02-12 08:22:28,manager_59,Agip Eni,on urban street,station_130,22.507241045661367,20.223346854631018,1.726
1610,0,2022-02-12 08:23:31,manager_62,Esso,on urban street,station_133,22.467250005743175,20.13750672572553,1.986
1611,1,2022-02-12 08:23:31,manager_62,Esso,on urban street,station_133,22.467250005743175,20.13750672572553,1.786
1612,1,2022-02-12 08:34:01,manager_74,Esso,on urban street,station_145,22.467638537869348,20.141851709400953,1.786
1613,1,2022-02-12 08:48:24,manager_77,Agip Eni,on urban street,station_148,22.4220452,20.1672941,1.721
1614,0,2022-02-12 08:48:24,manager_77,Agip Eni,on urban street,station_148,22.4220452,20.1672941,1.941
1615,1,2022-02-12 09:01:20,manager_36,Api-Ip,on urban street,station_52,22.465493608063404,20.23532354584347,1.791
1616,1,2022-02-12 09:03:09,manager_36,Api-Ip,on urban street,station_57,22.476147338144948,20.11177510185246,1.761
1617,1,2022-02-12 09:03:19,manager_36,Api-Ip,on urban street,station_58,22.49567328894979,20.195260256528854,1.751
1618,1,2022-02-12 09:04:06,manager_36,Api-Ip,on urban street,station_62,22.514614288406307,20.137596786022186,1.711
1619,1,2022-02-12 09:04:17,manager_36,Api-Ip,on urban street,station_63,22.497327778686312,20.179879799485207,1.761
1620,1,2022-02-12 09:20:51,manager_130,Esso,on urban street,station_199,22.50391517393423,20.35478463768959,1.751
1621,0,2022-02-12 09:20:51,manager_130,Esso,on urban street,station_199,22.50391517393423,20.35478463768959,1.891
1622,0,2022-02-12 09:34:04,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.779
1623,1,2022-02-12 09:34:04,manager_24,Tamoil,on urban street,station_77,22.461189653928074,20.163037999717517,1.779
